user_id,subscription_date,lifetime_email_open_rate,subscription_status,beauty_section_pageviews,fashion_section_pageviews,travel_section_pageviews,home_section_pageviews
1411540,6/18/13 12:52,0.29,Active,0,0,0,0
1520460,7/19/13 18:14,0.37,Active,0,0,0,0
1334146,4/30/13 20:16,0.8,Active,0,0,0,0
1648431,10/17/13 12:20,0.17,Active,0,0,0,0
1775893,12/20/13 18:18,0.13,Active,0,0,0,0
1935070,3/1/14 9:45,0.4,Active,0,0,0,0
1910874,2/20/14 19:08,0.47,Active,0,0,0,0
1808095,1/21/14 19:44,0.56,Active,0,0,0,0
1939895,3/3/14 14:42,0.72,Active,0,0,0,0
1933820,2/28/14 20:42,0.83,Active,0,0,0,0
1746231,11/20/13 20:40,0.24,Active,0,1,0,0
1678996,10/22/13 16:44,0.14,Active,0,0,0,0
1830984,1/25/14 17:07,0.77,Active,0,2,0,0
1901016,2/17/14 20:36,0.13,Active,0,0,0,0
1806070,1/21/14 13:45,0.54,Active,0,2,0,2
1971880,3/18/14 8:25,0.52,Active,0,0,0,0
2738606,8/13/15 17:09,0.02,Active,0,0,0,0
1941094,3/3/14 18:55,0.43,Active,0,0,0,0
1895921,2/13/14 19:47,0.21,Active,0,0,0,0
1404066,6/12/13 14:53,0.86,Active,0,0,0,0
1563744,8/12/13 19:16,0.52,Active,0,0,0,0
1406234,6/16/13 16:23,0.37,Active,0,4,0,0
1398734,6/8/13 23:41,0.33,Active,0,0,0,0
1417463,6/18/13 19:25,0.74,Active,0,1,0,0
1485848,7/10/13 21:27,0.35,Active,0,0,0,0
1563094,8/11/13 11:43,0.53,Active,0,0,0,0
1548432,8/6/13 12:35,0.62,Active,1,0,0,0
1551743,8/6/13 16:54,0.43,Active,0,0,0,0
1237698,2/20/13 16:48,0.83,Active,0,0,0,0
1467116,7/3/13 8:28,0.38,Active,73,3,0,1
1554843,8/7/13 7:34,0.83,Active,0,3,0,0
1439683,6/25/13 9:08,1.21,Active,0,3,0,0
1457410,7/1/13 20:52,0.77,Active,0,0,0,0
1419732,6/19/13 7:57,0.42,Active,0,1,0,0
1386330,6/4/13 11:14,0.47,Active,0,4,0,0
1653773,10/18/13 21:30,0.26,Active,0,0,0,0
1930020,2/28/14 12:08,0.73,Active,0,2,0,1
1895180,2/13/14 14:53,0.35,Active,0,0,0,0
1931318,2/28/14 13:58,0.63,Active,0,0,0,0
1660563,10/15/13 19:42,0.8,Active,0,1,0,0
1656150,10/19/13 9:58,0.76,Active,1,3,0,4
1719521,11/5/13 15:08,0.63,Active,0,0,0,0
1717679,11/5/13 9:29,0.37,Active,0,0,0,0
1754189,12/3/13 12:54,0.37,Active,0,0,0,0
1639264,10/15/13 21:20,0.5,Active,0,0,0,0
1929505,2/28/14 11:43,0.55,Active,0,0,0,0
1939472,3/3/14 12:58,0.35,Active,0,1,0,0
1587410,9/11/13 11:28,1.05,Active,0,0,1,2
1638682,10/15/13 20:19,0.7,Active,1,4,0,1
1888538,2/13/14 11:46,0.32,Active,0,0,0,0
1884656,2/13/14 6:58,0.57,Active,0,2,0,0
1844172,1/29/14 14:52,0.88,Active,0,0,0,0
1852799,2/4/14 12:37,0.69,Active,0,1,0,0
1458972,7/16/13 14:39,0.88,Active,0,0,0,0
1424129,6/19/13 16:43,0.7,Active,0,0,0,0
1450612,6/26/13 17:02,0.43,Active,1,0,0,0
1351104,5/22/13 12:57,0.63,Active,0,0,0,0
1482905,7/9/13 12:53,0.13,Active,4,1,2,0
1445287,6/25/13 21:08,0.44,Active,0,0,0,0
1159605,7/9/13 6:29,0.79,Active,0,0,0,0
1479144,7/5/13 13:25,0.5,Active,0,0,0,0
1224000,2/19/13 13:46,0.53,Active,0,0,0,0
1504797,7/16/13 9:36,0.8,Active,0,0,0,0
1569421,8/22/13 7:48,0.29,Active,0,0,0,0
1711163,11/4/13 6:35,0.46,Active,0,0,0,0
1655522,10/19/13 7:30,0.71,Active,0,0,0,0
1923104,2/25/14 15:07,0.81,Active,0,0,0,0
1932000,2/28/14 15:11,0.2,Active,0,0,0,0
1770943,12/15/13 13:07,0.86,Active,0,0,0,0
1940856,3/3/14 17:36,0.26,Active,0,1,0,2
1893540,2/13/14 13:01,0.27,Active,0,0,0,1
1702172,10/26/13 9:09,0.66,Active,0,0,0,0
1978559,3/19/14 22:48,0.14,Active,0,0,0,0
1611251,10/5/13 7:55,0.38,Active,0,0,0,0
1229526,2/19/13 15:43,0.32,Active,0,0,0,6
1387206,6/4/13 11:34,0.46,Active,0,0,0,0
1464535,7/2/13 23:54,0.34,Active,0,0,0,0
1544684,8/6/13 10:54,0.64,Active,0,0,0,0
1565157,8/16/13 18:07,0.44,Active,0,0,0,0
1328174,4/25/13 19:22,0.7,Active,0,0,0,1
1286104,4/3/13 9:21,0.85,Active,0,0,0,0
1374665,5/30/13 15:23,0.89,Active,1,0,0,0
1518616,7/19/13 10:53,0.8,Active,0,0,0,0
1437765,6/23/13 17:54,0.93,Active,1,4,1,3
1467980,7/3/13 9:33,0.34,Active,0,0,0,0
1308264,4/9/13 14:01,0.95,Active,1,1,0,0
1222790,2/19/13 13:37,0.55,Active,1,3,0,0
1332274,4/30/13 13:19,0.93,Active,0,0,0,0
1324920,4/24/13 9:17,1.03,Active,3,5,0,1
1392166,6/4/13 14:32,0.79,Active,0,1,0,0
1556658,8/7/13 15:28,0.83,Active,0,2,0,0
1599406,9/24/13 22:56,0.19,Active,0,1,0,1
1625985,10/9/13 9:46,0.49,Active,0,1,0,2
1881092,2/12/14 9:55,0.58,Active,0,1,0,0
1942280,3/4/14 10:51,0.59,Active,0,1,0,0
1841492,1/27/14 22:52,0.23,Active,0,1,0,0
1901594,2/18/14 11:10,0.23,Active,0,0,0,0
1656738,10/19/13 12:19,0.68,Active,0,1,0,1
1177753,12/11/13 11:55,0.65,Active,0,4,0,1
1913198,2/21/14 10:46,0.7,Active,0,0,0,0
1854778,2/5/14 10:31,0.94,Active,0,3,0,0
1928551,2/28/14 10:45,0.91,Active,0,2,0,0
1573595,8/26/13 13:28,0.6,Active,0,0,0,0
1672603,10/22/13 10:09,0.49,Active,0,0,0,0
1886848,2/13/14 11:13,0.76,Active,0,0,0,0
1818958,1/23/14 22:13,0.41,Active,0,0,0,0
1979077,3/20/14 9:15,0.29,Active,0,0,0,0
1933134,2/28/14 17:54,0.88,Active,0,0,0,2
1631144,10/10/13 15:18,0.82,Active,1,1,0,1
1787859,1/14/14 11:58,0.76,Active,0,1,0,0
1837631,1/26/14 19:34,0.76,Active,1,7,0,2
1910611,2/20/14 18:26,0.66,Active,0,0,0,0
2093863,6/15/14 0:07,0.71,Active,1,0,0,0
1991359,3/26/14 22:32,0.78,Active,0,0,0,0
2140492,7/11/14 11:55,0.32,Active,0,0,0,0
1320842,2/17/14 22:11,0.04,Active,0,0,0,0
2006101,4/24/14 16:18,0.86,Active,0,0,0,0
2331498,11/9/14 9:12,0.73,Active,0,0,0,0
1989532,3/26/14 14:04,0.14,Active,0,0,0,1
2389978,12/11/14 20:30,0.79,Active,0,0,0,0
2237135,9/11/14 15:27,0.2,Active,0,1,0,0
2575650,3/30/15 16:02,0.14,Active,0,2,0,0
2770055,9/1/15 8:35,0.19,Active,0,0,0,0
2481395,2/9/15 20:40,0.27,Active,0,1,0,0
2447436,1/14/15 12:22,0.13,Active,0,0,0,0
2863131,10/27/15 10:07,0.25,Active,0,0,0,0
2779013,9/7/15 10:05,0.18,Active,0,0,0,0
1509225,9/15/15 18:23,0.17,Active,0,3,0,0
2042890,5/15/14 13:12,0.77,Active,0,0,0,0
2056219,5/22/14 12:17,0.19,Active,0,0,0,0
1903218,2/18/14 21:09,0,Active,0,0,0,0
2318234,10/25/14 20:31,0.28,Active,0,1,0,0
2341975,11/15/14 19:56,0.21,Active,0,0,0,0
1798720,8/23/14 16:17,0.33,Active,0,0,0,0
2121094,7/2/14 14:16,0.68,Active,1,6,1,0
2151737,7/15/14 14:03,0.97,Active,0,0,0,0
2108197,6/30/14 9:04,0.54,Active,1,2,0,0
2251689,9/14/14 12:11,0.63,Active,0,1,0,0
2318143,10/25/14 17:56,0.77,Active,0,6,0,3
2315845,10/22/14 18:45,0.95,Active,0,0,0,0
2191684,8/12/14 21:46,0.91,Active,0,0,0,0
2283494,9/22/14 16:29,0.36,Active,4,7,1,0
2330244,11/7/14 11:25,0.96,Active,1,4,1,1
1986457,3/24/14 21:35,0.35,Active,0,0,0,0
2350483,11/22/14 14:45,0.17,Active,0,0,0,0
2188813,8/12/14 9:11,0.34,Active,0,0,0,0
2287170,9/25/14 10:04,0.41,Active,0,0,0,0
2226519,9/4/14 11:12,0.61,Active,0,2,0,1
2433657,12/21/14 12:45,1.26,Active,1,1,0,0
2477602,2/5/15 16:15,0.47,Active,0,0,0,0
2757105,8/25/15 14:25,0.38,Active,0,0,0,0
2411668,12/17/14 1:55,0.91,Active,0,1,0,2
2607214,4/17/15 12:30,0.83,Lapsed,1,8,0,0
2483018,2/11/15 16:45,0.85,Active,1,3,0,0
2531606,2/27/15 12:07,0.69,Active,0,0,2,0
2552563,3/10/15 15:37,0.6,Active,0,0,0,2
2592791,4/8/15 0:49,0.83,Active,0,2,0,0
2674843,10/23/15 13:06,0.5,Active,0,0,0,0
2691021,7/7/15 8:02,0.6,Active,0,0,0,0
2650054,5/30/15 8:58,0.82,Active,0,1,0,0
2852677,10/18/15 13:45,0.59,Active,0,0,0,0
2726822,8/4/15 18:48,0.79,Active,0,0,0,0
2641716,5/17/15 9:16,0.93,Active,0,4,0,0
2732054,8/5/15 11:11,0.86,Active,0,0,0,1
2734176,8/6/15 22:58,1.5,Active,0,2,1,1
2614133,4/21/15 11:54,0.8,Active,0,0,0,1
2561239,3/15/15 16:46,0.61,Active,0,0,0,0
2742467,8/18/15 16:12,0.25,Active,0,1,0,0
2862341,10/26/15 11:21,0.87,Active,0,2,0,0
2468647,1/29/15 15:33,0.49,Active,1,0,0,1
2507689,2/24/15 9:26,0.62,Active,0,0,0,0
2564995,3/22/15 11:09,0.67,Active,0,0,0,0
2685372,6/30/15 13:24,0.71,Active,0,0,0,0
2233045,9/5/15 15:22,1.69,Active,0,1,0,0
2708863,7/21/15 1:25,0.98,Active,0,4,0,1
2435503,10/21/15 14:50,0.88,Active,1,5,0,0
2761785,8/26/15 12:55,0.89,Active,1,3,0,0
2011522,4/29/14 15:30,0.11,Active,0,0,0,0
2123201,7/4/14 10:10,0.48,Active,0,0,0,0
2187806,8/11/14 18:36,0.53,Active,0,0,0,0
2075078,6/3/14 12:25,0.17,Active,0,0,0,0
2259379,9/16/14 11:08,0.2,Active,0,3,0,0
2386237,12/11/14 18:30,0.7,Active,0,0,0,0
2018280,4/30/14 10:01,0.65,Active,1,0,0,0
1992603,3/27/14 23:01,0.34,Active,0,0,0,0
2492548,2/20/15 16:43,0.13,Active,0,0,0,0
2501216,2/24/15 6:43,0.46,Active,0,0,0,0
2822765,10/9/15 3:52,0.26,Active,0,0,0,0
2446186,1/13/15 12:34,0.45,Active,2,1,0,0
2733324,8/6/15 0:05,0.14,Active,0,5,0,0
2773216,9/1/15 19:54,0.64,Active,0,0,0,0
2745676,8/21/15 5:29,0,Lapsed,0,0,0,0
2595239,4/10/15 15:27,0.54,Active,0,0,0,0
2669881,6/16/15 13:55,0.21,Active,0,0,0,0
2169917,7/28/14 22:24,1.01,Active,0,0,0,0
2200554,8/21/14 7:25,0.87,Active,0,2,0,0
1992093,3/27/14 11:35,0.67,Active,0,0,0,0
2111947,6/30/14 14:50,0.53,Active,0,1,0,1
2299370,10/9/14 21:53,0.58,Active,0,0,0,0
2341131,11/15/14 18:16,0.94,Active,0,0,0,0
2278070,9/19/14 15:11,0.63,Active,0,1,0,0
2301887,10/11/14 10:56,0.81,Active,0,0,0,1
2256909,9/16/14 8:25,0.6,Active,0,1,0,0
2314447,10/20/14 20:58,0.89,Active,4,1,0,0
2145423,7/12/14 22:18,0.62,Active,0,0,0,1
2192038,8/12/14 23:05,0.79,Active,0,0,0,0
2325433,11/4/14 16:43,0.29,Active,0,0,0,0
2193881,8/13/14 12:23,0.68,Active,0,0,0,0
2292607,9/29/14 17:35,0.84,Active,0,0,0,0
1985440,3/23/14 7:25,0.97,Active,0,0,0,3
2109958,6/30/14 10:37,0.39,Active,0,0,0,0
2854945,10/20/15 7:16,0,Active,0,0,0,0
2109346,6/30/14 9:58,0.72,Active,1,4,0,2
2291162,9/27/14 21:48,1.02,Active,0,0,0,0
2328978,11/6/14 20:27,0.75,Active,0,3,0,0
2280938,9/20/14 16:41,0.87,Active,0,0,0,0
2192349,8/13/14 0:51,0.66,Active,0,0,0,1
2444561,1/12/15 12:04,0.82,Active,0,0,0,0
1998783,1/22/15 14:23,0.81,Active,0,0,0,0
2599764,4/15/15 14:34,0.31,Active,0,0,0,0
2547907,3/6/15 12:08,0.87,Active,2,1,0,1
2536098,2/27/15 20:16,0.58,Active,0,0,0,0
2714447,7/22/15 12:38,0.77,Active,0,0,0,0
2718524,7/27/15 10:21,0.46,Active,0,4,0,0
2436450,12/22/14 21:07,0.62,Active,0,0,0,0
2504732,2/24/15 8:27,0.45,Active,1,9,0,1
2415564,12/17/14 17:00,0.66,Active,0,0,0,0
2812890,10/6/15 12:28,0.24,Active,0,0,0,0
2844852,10/15/15 9:30,0.99,Active,0,0,0,0
2751396,8/23/15 20:29,1.15,Active,0,6,0,1
2699301,7/15/15 14:41,0.36,Active,0,0,0,0
2788358,9/16/15 12:12,0.89,Active,0,0,0,0
2729156,8/4/15 21:39,1.02,Active,0,0,0,2
2469867,2/1/15 12:42,0.5,Active,2,0,0,3
2471381,2/3/15 15:56,0.14,Active,0,0,0,0
2560076,3/14/15 10:07,0.56,Active,2,1,0,0
2815727,10/6/15 17:38,0.5,Active,0,0,0,0
2673395,6/18/15 12:03,0.37,Active,1,1,0,0
2457516,1/22/15 13:21,0.8,Active,0,0,0,2
2443594,1/11/15 13:33,0.82,Active,0,0,0,1
2615429,4/21/15 15:21,0.49,Active,7,8,0,0
2656830,6/12/15 14:45,0.29,Active,0,0,0,0
2759795,8/26/15 9:26,0.91,Active,1,0,0,0
2742663,8/18/15 16:47,0.45,Active,0,1,0,0
2720361,7/30/15 16:36,0.66,Active,0,0,0,0
1477363,7/4/13 10:25,0.17,Active,0,0,0,0
1466345,7/3/13 7:14,0.61,Active,0,0,0,0
1377214,5/30/13 17:30,0.16,Active,0,0,0,0
1444562,6/25/13 20:35,0.35,Active,0,0,0,0
1912796,2/21/14 8:56,0.18,Active,0,0,0,0
1965864,3/17/14 8:21,0.07,Active,0,0,0,0
1728219,11/9/13 7:15,0.09,Active,0,0,0,0
1633094,10/12/13 11:11,0.06,Active,1,0,0,0
1653413,10/18/13 20:46,0.19,Active,0,0,0,0
1287088,4/3/13 10:27,0.24,Active,0,0,0,0
1340034,5/9/13 23:59,0.1,Active,0,0,0,0
1911494,2/20/14 20:52,0.16,Active,0,0,0,0
1683672,10/23/13 21:13,0.23,Active,0,0,0,0
1854359,2/5/14 10:14,0.87,Active,0,1,0,0
1604974,10/1/13 17:11,0.8,Active,3,0,0,0
1162757,2/16/14 7:27,0.43,Active,0,0,0,0
1256150,2/26/13 23:37,0.23,Active,0,0,0,0
1288153,4/3/13 11:13,0.31,Active,0,0,0,0
1364683,5/29/13 15:40,0.21,Active,0,0,0,0
1400304,6/11/13 14:20,0.09,Active,0,0,0,2
1235051,2/19/13 22:59,0.19,Active,0,0,0,0
1211656,2/13/13 18:45,0.1,Active,0,0,0,0
1233296,2/19/13 19:50,0.47,Active,0,0,0,2
1464677,7/3/13 0:09,0.45,Active,0,0,0,0
1563906,8/13/13 9:33,0.22,Active,0,0,0,0
1672610,10/22/13 10:09,0.06,Active,0,0,0,0
1586375,9/10/13 22:01,0.39,Active,0,0,0,0
1386346,6/4/13 11:15,0,Active,0,0,0,0
1861428,2/7/14 14:34,0.1,Active,0,0,0,0
1853014,2/4/14 13:23,0.18,Active,0,0,0,0
1920210,2/25/14 11:00,0.83,Active,0,1,1,0
1800642,1/19/14 8:49,0.36,Active,0,0,0,0
1215931,2/16/13 14:23,0.1,Active,0,2,0,0
1314358,4/11/13 21:01,0.13,Active,0,0,0,0
1566170,8/18/13 22:32,0.14,Active,0,0,0,0
1421815,6/19/13 13:01,0.15,Active,0,0,0,0
1400087,6/11/13 14:13,0.12,Active,0,0,0,0
1243156,2/23/13 18:24,0.37,Active,0,0,0,0
1562783,8/10/13 15:21,0.2,Active,0,2,0,0
1303602,4/5/13 16:38,0.31,Active,0,0,0,0
1725068,11/7/13 14:55,0.47,Active,0,0,0,0
1885151,2/13/14 9:35,0.83,Active,0,0,0,0
1681525,10/22/13 23:59,0.88,Active,0,0,0,0
1763162,12/7/13 1:19,0.88,Active,0,0,0,1
1936108,3/1/14 20:05,0.23,Active,0,0,0,0
1933739,2/28/14 20:20,0.4,Active,0,0,0,0
1756569,12/3/13 14:47,0.39,Active,0,0,0,0
1824715,1/24/14 19:47,0.16,Active,0,0,0,0
1698862,10/25/13 11:57,0.15,Active,0,0,0,0
1287887,1/23/14 15:42,0.34,Active,0,0,0,0
1916843,2/23/14 9:23,0.09,Active,0,0,0,0
1948029,3/6/14 21:44,0.16,Active,0,0,0,0
1943531,3/5/14 9:33,0.5,Active,0,0,0,0
1227171,2/19/13 14:32,0.01,Active,0,0,0,0
2275262,9/19/14 10:43,0.14,Active,0,0,0,0
2284792,9/23/14 8:33,0.06,Active,0,0,0,0
2216189,8/26/14 11:57,0.05,Active,0,0,0,0
2074353,6/3/14 11:43,0.09,Active,0,0,0,0
2609871,4/18/15 13:27,0.75,Active,0,0,0,0
2524360,2/25/15 10:47,0.22,Active,1,0,0,0
2503847,2/24/15 8:08,0.25,Active,0,0,0,0
2749396,8/23/15 18:12,0.07,Active,0,0,0,0
2772549,9/1/15 14:43,0.32,Active,0,1,0,0
2015415,4/29/14 20:39,0.42,Active,0,0,0,0
2092126,6/13/14 10:18,0.25,Active,0,0,0,0
2214542,8/25/14 7:19,0.64,Active,0,0,0,0
1875669,9/20/14 19:22,0.08,Active,0,0,0,0
2868594,11/2/15 7:34,0.37,Active,0,0,0,0
2828861,10/9/15 13:59,0.09,Active,0,0,0,0
2641842,5/17/15 10:15,0.14,Active,0,0,0,0
2861224,10/25/15 9:28,0,Active,0,0,0,0
1991901,3/27/14 9:35,0.09,Active,0,0,0,1
2214903,8/25/14 10:31,0.12,Active,0,2,0,0
2143644,9/14/14 0:48,0.05,Active,0,0,0,0
2326736,11/6/14 16:52,0.87,Active,0,2,0,0
2055791,5/22/14 11:14,0.04,Active,0,0,0,0
2152605,8/21/14 12:00,0.11,Active,1,1,0,0
2682469,6/27/15 10:20,0.16,Active,0,0,0,0
2449272,1/17/15 16:06,0.08,Active,0,1,0,0
2862382,10/26/15 12:05,0.03,Active,0,0,0,0
2687303,7/3/15 15:19,0.07,Active,0,0,0,0
2336020,11/11/14 18:43,0.15,Active,0,0,0,0
2127392,7/9/14 14:52,0.41,Active,0,0,0,0
2125268,7/8/14 19:29,0.31,Active,0,0,0,0
2727962,8/4/15 19:52,0.08,Active,0,0,0,0
2442707,1/7/15 14:02,0.41,Active,0,0,0,0
2579090,3/31/15 12:09,0.31,Active,0,1,0,0
2672937,6/17/15 19:46,0.28,Active,0,0,0,0
2497218,2/21/15 9:39,0.26,Active,0,0,0,0
2549761,3/9/15 10:35,0.08,Active,0,0,0,0
2505665,2/24/15 8:47,0.17,Active,0,1,0,0
1301165,4/4/13 19:58,0.44,Active,0,0,0,0
1225205,2/19/13 13:59,0.46,Active,0,0,0,0
1334488,4/30/13 22:53,0.65,Active,0,0,0,0
1555173,8/7/13 9:51,0.83,Active,0,0,0,0
1466618,7/3/13 7:43,0.69,Active,0,0,0,0
1553736,8/6/13 21:56,0.63,Active,0,0,0,0
1553395,8/6/13 21:00,1.26,Active,1,0,4,1
1422755,6/19/13 14:03,0.84,Active,0,0,0,0
1615704,10/8/13 9:57,0.33,Active,0,0,0,0
1619726,10/8/13 22:01,0.58,Active,0,0,0,0
1649791,10/17/13 22:13,0.83,Active,0,0,0,1
1811779,1/23/14 10:52,0.14,Active,0,0,0,0
2864640,10/28/15 16:00,0.05,Active,0,0,0,0
1965758,3/17/14 8:15,0.38,Active,0,2,0,0
1653700,10/18/13 21:21,0.27,Active,0,0,0,0
1634934,10/14/13 16:58,0.69,Active,0,1,0,0
1795643,1/15/14 11:28,0.17,Active,0,0,0,1
2767250,8/30/15 3:25,0.01,Active,0,0,0,0
1704818,10/29/13 12:28,0.27,Active,0,0,0,0
1713423,11/4/13 9:28,0.44,Active,0,0,0,0
1935148,3/1/14 10:20,0.21,Active,0,2,0,0
1961625,3/12/14 10:51,0.27,Active,0,0,0,0
